virus_protein_id,rank,human_protein_id,distance,similarity,cluster_id,primary_cluster,embedding_similarity,virus_mimicry_score
sp|Q67726|NS1AB_HASV1,5,sp|Q6PIW4|FIGL1_HUMAN,0.255033,0.744967,422,422,0.231291,0.488129
sp|O73557|Z_LASSJ,2,sp|Q9H792|PEAK1_HUMAN,0.266911,0.733089,423,914,0.376420,0.554755
sp|O73557|Z_LASSJ,3,sp|Q9ULH0|KDIS_HUMAN,0.275774,0.724226,423,914,0.389219,0.556722
sp|O73557|Z_LASSJ,4,sp|Q9NR09|BIRC6_HUMAN,0.276813,0.723187,423,914,0.437054,0.580120
sp|O73557|Z_LASSJ,5,sp|Q76N89|HECW1_HUMAN,0.276827,0.723173,423,914,0.351993,0.537583
sp|P08669|GLYC_LASSJ,1,sp|Q69384|ENK6_HUMAN,0.162786,0.837214,156,156,0.468799,0.653006
sp|P08669|GLYC_LASSJ,2,sp|P61565|ENK21_HUMAN,0.163626,0.836374,156,156,0.468799,0.652586
sp|P08669|GLYC_LASSJ,3,sp|Q902F9|EN113_HUMAN,0.163888,0.836112,156,156,0.468784,0.652448
sp|P08669|GLYC_LASSJ,4,sp|Q902F8|ENK8_HUMAN,0.165507,0.834493,156,156,0.468799,0.651646
sp|P08669|GLYC_LASSJ,5,sp|Q9UKH3|ENK9_HUMAN,0.165590,0.834410,156,156,0.468799,0.651604
sp|P13699|NCAP_LASSJ,2,sp|P47874|OMP_HUMAN,0.143247,0.856753,37,37,0.251356,0.554055
sp|P13699|NCAP_LASSJ,3,sp|O15145|ARPC3_HUMAN,0.145577,0.854423,37,37,0.359709,0.607066
sp|P13699|NCAP_LASSJ,4,sp|Q92561|PHYIP_HUMAN,0.156480,0.843520,37,37,0.239086,0.541303
sp|P13699|NCAP_LASSJ,5,sp|Q9BWV2|SPAT9_HUMAN,0.156571,0.843429,37,37,0.255534,0.549482
sp|O09705|L_LASSJ,1,sp|Q92561|PHYIP_HUMAN,0.128267,0.871733,37,37,0.196462,0.534097
sp|O09705|L_LASSJ,2,sp|O75663|TIPRL_HUMAN,0.130328,0.869672,37,37,0.324395,0.597034
sp|O09705|L_LASSJ,3,sp|O15145|ARPC3_HUMAN,0.134280,0.865720,37,37,0.343215,0.604468
sp|O09705|L_LASSJ,5,sp|Q9NXF7|DCA16_HUMAN,0.144786,0.855214,37,37,0.312065,0.583639
sp|P31352|L_MABVM,1,sp|Q92561|PHYIP_HUMAN,0.172787,0.827213,37,37,0.182703,0.504958
sp|P31352|L_MABVM,2,sp|Q9NXF7|DCA16_HUMAN,0.193399,0.806601,37,37,0.272370,0.539485
sp|P31352|L_MABVM,3,sp|Q96FC7|PHIPL_HUMAN,0.195676,0.804324,37,37,0.170140,0.487232
sp|P31352|L_MABVM,5,sp|A0A1B0GVD1|F237B_HUMAN,0.200806,0.799194,37,37,0.194414,0.496804
sp|P35253|VGP_MABVM,1,sp|Q9H9K5|MER34_HUMAN,0.137796,0.862204,156,156,0.417414,0.639809
sp|P35253|VGP_MABVM,3,sp|P60508|SYCY2_HUMAN,0.151074,0.848926,156,156,0.503322,0.676124
sp|P35253|VGP_MABVM,4,sp|P60608|EFC2_HUMAN,0.165352,0.834648,156,156,0.452693,0.643670
sp|P35253|VGP_MABVM,5,sp|Q14264|ENR1_HUMAN,0.167523,0.832477,156,156,0.478509,0.655493
sp|P35260|VP40_MABVM,1,sp|O15145|ARPC3_HUMAN,0.083778,0.916222,37,37,0.419558,0.667890
sp|P35260|VP40_MABVM,2,sp|P47874|OMP_HUMAN,0.090396,0.909604,37,37,0.311708,0.610656
sp|P35260|VP40_MABVM,4,sp|Q6V702|CF299_HUMAN,0.136411,0.863589,37,37,0.389102,0.626345
sp|P35260|VP40_MABVM,5,sp|Q92561|PHYIP_HUMAN,0.141115,0.858885,37,37,0.331920,0.595402
sp|P27588|NCAP_MABVM,1,sp|P47874|OMP_HUMAN,0.110186,0.889814,37,37,0.219240,0.554527
sp|P27588|NCAP_MABVM,3,sp|O15145|ARPC3_HUMAN,0.128044,0.871956,37,37,0.329994,0.600975
sp|P27588|NCAP_MABVM,4,sp|Q9BWV2|SPAT9_HUMAN,0.128861,0.871139,37,37,0.218619,0.544879
sp|P27588|NCAP_MABVM,5,sp|Q9NXF7|DCA16_HUMAN,0.129131,0.870869,37,37,0.280652,0.575760
sp|P35259|VP35_MABVM,2,sp|O15145|ARPC3_HUMAN,0.111821,0.888179,37,37,0.338681,0.613430
sp|P35259|VP35_MABVM,5,sp|Q9NXF7|DCA16_HUMAN,0.119737,0.880263,37,37,0.382236,0.631250
sp|P35256|VP24_MABVM,1,sp|O15145|ARPC3_HUMAN,0.064555,0.935445,37,37,0.332667,0.634056
sp|P35256|VP24_MABVM,2,sp|P47874|OMP_HUMAN,0.083180,0.916820,37,37,0.278847,0.597833
sp|P35256|VP24_MABVM,4,sp|Q9BWV2|SPAT9_HUMAN,0.107597,0.892403,37,37,0.306979,0.599691
sp|P35258|VP30_MABVM,1,sp|Q5T5A4|CF276_HUMAN,0.155259,0.844741,37,37,0.305768,0.575255
sp|P35258|VP30_MABVM,3,sp|Q9NXF7|DCA16_HUMAN,0.162037,0.837963,37,37,0.374781,0.606372
sp|P35258|VP30_MABVM,5,sp|O75663|TIPRL_HUMAN,0.162694,0.837306,37,37,0.464130,0.650718
sp|P18272|NCAP_EBOZM,1,sp|P47874|OMP_HUMAN,0.117491,0.882509,37,37,0.251400,0.566955
sp|P18272|NCAP_EBOZM,3,sp|Q9BWV2|SPAT9_HUMAN,0.121999,0.878001,37,37,0.208673,0.543337
sp|P18272|NCAP_EBOZM,4,sp|O15145|ARPC3_HUMAN,0.122205,0.877795,37,37,0.409328,0.643562
sp|P18272|NCAP_EBOZM,5,sp|Q6V702|CF299_HUMAN,0.136538,0.863462,37,37,0.268980,0.566221
sp|P60170|VSGP_EBOZM,1,sp|O75663|TIPRL_HUMAN,0.194378,0.805622,37,37,0.393559,0.599591
sp|P60170|VSGP_EBOZM,2,sp|Q9UKY0|PRND_HUMAN,0.204637,0.795363,37,37,0.301165,0.548264
sp|P60170|VSGP_EBOZM,3,sp|Q5VYS4|MEDAG_HUMAN,0.206353,0.793647,37,37,0.317543,0.555595
sp|P60170|VSGP_EBOZM,5,sp|M5A8F1|SUPYN_HUMAN,0.230067,0.769933,37,37,0.427019,0.598476
sp|Q05127|VP35_EBOZM,1,sp|Q9NXF7|DCA16_HUMAN,0.133345,0.866655,37,37,0.375492,0.621073
sp|Q05127|VP35_EBOZM,3,sp|Q5VYS4|MEDAG_HUMAN,0.140784,0.859216,37,37,0.269025,0.564120
sp|Q05128|VP40_EBOZM,1,sp|P47874|OMP_HUMAN,0.120199,0.879801,37,37,0.323925,0.601863
sp|Q05128|VP40_EBOZM,2,sp|O15145|ARPC3_HUMAN,0.121451,0.878549,37,37,0.398565,0.638557
sp|Q05318|L_EBOZM,1,sp|Q9NV66|TYW1_HUMAN,0.264460,0.735540,422,422,0.314522,0.525031
sp|Q05318|L_EBOZM,2,sp|Q6NUM6|TYW1B_HUMAN,0.269868,0.730132,422,422,0.314548,0.522340
sp|Q05318|L_EBOZM,3,sp|Q96TA2|YMEL1_HUMAN,0.273458,0.726542,422,422,0.236072,0.481307
sp|Q05318|L_EBOZM,4,sp|Q6PIW4|FIGL1_HUMAN,0.274665,0.725335,422,422,0.253374,0.489354
sp|Q05318|L_EBOZM,5,sp|P15918|RAG1_HUMAN,0.276936,0.723064,422,422,0.323173,0.523118
sp|Q05320|VGP_EBOZM,2,sp|P61565|ENK21_HUMAN,0.137138,0.862862,156,156,0.536659,0.699761
sp|Q05320|VGP_EBOZM,3,sp|Q9UKH3|ENK9_HUMAN,0.138568,0.861432,156,156,0.536659,0.699046
sp|Q05320|VGP_EBOZM,4,sp|Q902F8|ENK8_HUMAN,0.139356,0.860644,156,156,0.536659,0.698652
sp|Q05320|VGP_EBOZM,5,sp|Q69384|ENK6_HUMAN,0.139380,0.860620,156,156,0.536659,0.698640
sp|Q05322|VP24_EBOZM,1,sp|O15145|ARPC3_HUMAN,0.088417,0.911583,37,37,0.344967,0.628275
sp|Q05322|VP24_EBOZM,2,sp|P47874|OMP_HUMAN,0.097714,0.902286,37,37,0.313553,0.607919
sp|Q05322|VP24_EBOZM,3,sp|Q9BWV2|SPAT9_HUMAN,0.115133,0.884867,37,37,0.305562,0.595215
sp|Q05323|VP30_EBOZM,1,sp|Q9HBD1|RC3H2_HUMAN,0.189405,0.810595,412,412,0.468159,0.639377
sp|Q05323|VP30_EBOZM,2,sp|Q9P203|BTBD7_HUMAN,0.195446,0.804554,412,412,0.370588,0.587571
sp|Q05323|VP30_EBOZM,3,sp|Q6W2J9|BCOR_HUMAN,0.207190,0.792810,412,412,0.397907,0.595359
sp|Q05323|VP30_EBOZM,4,sp|Q9H799|CPLN1_HUMAN,0.224037,0.775963,412,412,0.344638,0.560301
sp|Q05323|VP30_EBOZM,5,sp|O15063|GRRE1_HUMAN,0.228471,0.771529,412,412,0.434344,0.602936
sp|P52351|SCAF_HHV7J,1,sp|O75592|MYCB2_HUMAN,0.212540,0.787460,423,423,0.329719,0.558590
sp|P52351|SCAF_HHV7J,5,sp|Q15154|PCM1_HUMAN,0.228201,0.771799,423,423,0.412616,0.592207
sp|P52352|GB_HHV7J,1,sp|Q14264|ENR1_HUMAN,0.242466,0.757534,156,156,0.595295,0.676415
sp|P52352|GB_HHV7J,2,sp|O71037|ENK19_HUMAN,0.247992,0.752008,156,156,0.579812,0.665910
sp|P52352|GB_HHV7J,3,sp|Q902F8|ENK8_HUMAN,0.250612,0.749388,156,156,0.579776,0.664582
sp|P52352|GB_HHV7J,4,sp|Q9UKH3|ENK9_HUMAN,0.251919,0.748081,156,156,0.579776,0.663928
sp|P52352|GB_HHV7J,5,sp|Q902F9|EN113_HUMAN,0.252991,0.747009,156,156,0.579772,0.663391
sp|P52353|GH_HHV7J,1,sp|Q86UQ4|ABCAD_HUMAN,0.264946,0.735054,541,541,0.399939,0.567497
sp|P52353|GH_HHV7J,2,sp|P01591|IGJ_HUMAN,0.283068,0.716932,161,541,0.336291,0.526612
sp|P52353|GH_HHV7J,4,sp|O76075|DFFB_HUMAN,0.339986,0.660014,422,541,0.241483,0.450749
sp|P52353|GH_HHV7J,5,sp|P04114|APOB_HUMAN,0.344240,0.655760,541,541,0.333622,0.494691
sp|P52358|CEP3_HHV7J,2,sp|Q86YL5|TDRP_HUMAN,0.243421,0.756579,37,37,0.281054,0.518817
sp|P52358|CEP3_HHV7J,4,sp|Q5T5A4|CF276_HUMAN,0.248858,0.751142,37,37,0.379193,0.565168
sp|P52358|CEP3_HHV7J,5,sp|Q5VYS4|MEDAG_HUMAN,0.255143,0.744857,37,37,0.384472,0.564664
sp|P52362|LTP_HHV7J,1,sp|Q9BWV2|SPAT9_HUMAN,0.113585,0.886415,37,37,0.344802,0.615608
sp|P52362|LTP_HHV7J,2,sp|O15145|ARPC3_HUMAN,0.124130,0.875870,37,37,0.389420,0.632645
sp|P52362|LTP_HHV7J,4,sp|P47874|OMP_HUMAN,0.145330,0.854670,37,37,0.292930,0.573800
sp|P52366|GN_HHV7J,4,sp|O75663|TIPRL_HUMAN,0.184525,0.815475,37,37,0.250076,0.532775
sp|P52366|GN_HHV7J,5,sp|Q9BWV2|SPAT9_HUMAN,0.187917,0.812083,37,37,0.356828,0.584455
sp|P52372|GM_HHV7J,1,sp|O15258|RER1_HUMAN,0.222018,0.777982,476,160,0.461799,0.619891
sp|P52372|GM_HHV7J,2,sp|Q9NZS9|BFAR_HUMAN,0.230370,0.769630,471,160,0.340355,0.554993
sp|P52372|GM_HHV7J,3,sp|E9PQX1|TM262_HUMAN,0.237168,0.762832,160,160,0.304870,0.533851
sp|P52372|GM_HHV7J,4,sp|Q9Y5U4|INSI2_HUMAN,0.251818,0.748182,476,160,0.320503,0.534343
sp|P52372|GM_HHV7J,5,sp|Q8WU17|RN139_HUMAN,0.269144,0.730856,471,160,0.319358,0.525107
sp|P52509|GL_HHV7J,1,sp|O15145|ARPC3_HUMAN,0.124693,0.875307,37,37,0.313795,0.594551
sp|P52509|GL_HHV7J,2,sp|M5A8F1|SUPYN_HUMAN,0.149109,0.850891,37,37,0.512800,0.681845
sp|P52509|GL_HHV7J,3,sp|Q9BWV2|SPAT9_HUMAN,0.155522,0.844478,37,37,0.249564,0.547021
sp|P50639|UNG_HHV7J,1,sp|P13051|UNG_HUMAN,0.180619,0.819381,592,592,0.696526,0.757954
sp|P50639|UNG_HHV7J,2,sp|Q9Y236|OSGI2_HUMAN,0.282344,0.717656,584,592,0.371890,0.544773
sp|P50639|UNG_HHV7J,3,sp|Q8N3C0|ASCC3_HUMAN,0.288849,0.711151,584,592,0.467450,0.589300
sp|P50639|UNG_HHV7J,4,sp|Q9NRF8|PYRG2_HUMAN,0.296523,0.703477,584,592,0.457114,0.580295
sp|P50639|UNG_HHV7J,5,sp|Q7Z478|DHX29_HUMAN,0.297439,0.702561,584,592,0.354998,0.528779
sp|P50641|RIR1_HHV7J,1,sp|Q9NV66|TYW1_HUMAN,0.294104,0.705896,422,422,0.273681,0.489789
sp|P50641|RIR1_HHV7J,2,sp|Q6NUM6|TYW1B_HUMAN,0.309012,0.690988,422,422,0.273705,0.482346
sp|P50641|RIR1_HHV7J,3,sp|P15918|RAG1_HUMAN,0.309280,0.690720,422,422,0.267873,0.479297
sp|P50641|RIR1_HHV7J,4,sp|Q96TA2|YMEL1_HUMAN,0.326567,0.673433,422,422,0.171984,0.422708
sp|P50641|RIR1_HHV7J,5,sp|Q6PIW4|FIGL1_HUMAN,0.330380,0.669620,422,422,0.317387,0.493503
sp|P52339|DNBI_HHV7J,1,sp|O15145|ARPC3_HUMAN,0.085111,0.914889,37,37,0.356268,0.635578
sp|P52339|DNBI_HHV7J,3,sp|Q92561|PHYIP_HUMAN,0.111567,0.888433,37,37,0.178673,0.533553
sp|P52339|DNBI_HHV7J,5,sp|Q9BWV2|SPAT9_HUMAN,0.119018,0.880982,37,37,0.271324,0.576153
sp|P52341|DUT_HHV7J,1,sp|Q6PIW4|FIGL1_HUMAN,0.281220,0.718780,422,422,0.312225,0.515503
sp|P52341|DUT_HHV7J,2,sp|Q96TA2|YMEL1_HUMAN,0.305534,0.694466,422,422,0.270848,0.482657
sp|P52341|DUT_HHV7J,3,sp|Q8IYB4|PEX5R_HUMAN,0.310037,0.689963,422,422,0.271967,0.480965
sp|P52341|DUT_HHV7J,4,sp|Q6NUM6|TYW1B_HUMAN,0.312287,0.687713,422,422,0.455154,0.571434
sp|P52341|DUT_HHV7J,5,sp|Q96E52|OMA1_HUMAN,0.321727,0.678273,422,422,0.301511,0.489892
sp|P52344|GCVK_HHV7J,1,sp|Q6PIW4|FIGL1_HUMAN,0.230256,0.769744,422,422,0.211844,0.490794
sp|P52344|GCVK_HHV7J,2,sp|Q96TA2|YMEL1_HUMAN,0.247375,0.752625,422,422,0.167276,0.459951
sp|P52344|GCVK_HHV7J,3,sp|Q8IYB4|PEX5R_HUMAN,0.250256,0.749744,422,422,0.264986,0.507365
sp|P52344|GCVK_HHV7J,4,sp|Q6NUM6|TYW1B_HUMAN,0.251928,0.748072,422,422,0.328924,0.538498
sp|P52344|GCVK_HHV7J,5,sp|Q9NV66|TYW1_HUMAN,0.254314,0.745686,422,422,0.328913,0.537299
sp|P52346|AN_HHV7J,1,sp|Q659A1|ICE2_HUMAN,0.319259,0.680741,290,290,0.378796,0.529768
sp|P52346|AN_HHV7J,2,sp|O15371|EIF3D_HUMAN,0.319930,0.680070,290,290,0.319599,0.499834
sp|P52346|AN_HHV7J,3,sp|Q9NV66|TYW1_HUMAN,0.332383,0.667617,422,290,0.306374,0.486996
sp|P52346|AN_HHV7J,4,sp|P15918|RAG1_HUMAN,0.334647,0.665353,422,290,0.504695,0.585024
sp|P52346|AN_HHV7J,5,sp|O76075|DFFB_HUMAN,0.338877,0.661123,422,290,0.499639,0.580381
sp|P52347|MCP_HHV7J,1,sp|O15145|ARPC3_HUMAN,0.118188,0.881812,37,37,0.272296,0.577054
sp|P52347|MCP_HHV7J,2,sp|O75663|TIPRL_HUMAN,0.137106,0.862894,37,37,0.183583,0.523239
sp|P52347|MCP_HHV7J,5,sp|Q9BWV2|SPAT9_HUMAN,0.148609,0.851391,37,37,0.167656,0.509524
sp|P52349|TRX1_HHV7J,1,sp|O15145|ARPC3_HUMAN,0.095758,0.904242,37,37,0.369944,0.637093
sp|P52349|TRX1_HHV7J,2,sp|Q6V702|CF299_HUMAN,0.132085,0.867915,37,37,0.293947,0.580931
sp|P52349|TRX1_HHV7J,3,sp|Q92561|PHYIP_HUMAN,0.136747,0.863253,37,37,0.242851,0.553052
sp|P52349|TRX1_HHV7J,5,sp|P47874|OMP_HUMAN,0.139907,0.860093,37,37,0.217924,0.539008
sp|P52355|ICP27_HHV7J,1,sp|O15145|ARPC3_HUMAN,0.104800,0.895200,37,37,0.312187,0.603694
sp|P52355|ICP27_HHV7J,2,sp|O75663|TIPRL_HUMAN,0.113602,0.886398,37,37,0.364403,0.625400
sp|P52355|ICP27_HHV7J,3,sp|Q5T5A4|CF276_HUMAN,0.113880,0.886120,37,37,0.370019,0.628070
sp|P52357|HELI_HHV7J,1,sp|O76075|DFFB_HUMAN,0.287479,0.712521,422,422,0.313778,0.513150
sp|P52357|HELI_HHV7J,2,sp|P15918|RAG1_HUMAN,0.293389,0.706611,422,422,0.378864,0.542738
sp|P52357|HELI_HHV7J,3,sp|Q9NV66|TYW1_HUMAN,0.293508,0.706492,422,422,0.306613,0.506552
sp|P52357|HELI_HHV7J,4,sp|Q6PIW4|FIGL1_HUMAN,0.293557,0.706443,422,422,0.340698,0.523571
sp|P52357|HELI_HHV7J,5,sp|Q6NUM6|TYW1B_HUMAN,0.304834,0.695166,422,422,0.306628,0.500897
sp|P52359|CEP2_HHV7J,1,sp|O15145|ARPC3_HUMAN,0.111884,0.888116,37,37,0.364294,0.626205
sp|P52359|CEP2_HHV7J,3,sp|Q92561|PHYIP_HUMAN,0.130890,0.869110,37,37,0.334307,0.601709
sp|P52360|CVC1_HHV7J,1,sp|Q92561|PHYIP_HUMAN,0.156521,0.843479,37,37,0.277000,0.560239
sp|P52360|CVC1_HHV7J,2,sp|O15145|ARPC3_HUMAN,0.169052,0.830948,37,37,0.381345,0.606147
sp|P52360|CVC1_HHV7J,5,sp|Q96FC7|PHIPL_HUMAN,0.180701,0.819299,37,37,0.251889,0.535594
sp|P52361|NEC1_HHV7J,1,sp|O15145|ARPC3_HUMAN,0.085502,0.914498,37,37,0.416877,0.665688
sp|P52361|NEC1_HHV7J,5,sp|P47874|OMP_HUMAN,0.134917,0.865083,37,37,0.259029,0.562056
sp|P52376|HEPA_HHV7J,1,sp|O75663|TIPRL_HUMAN,0.238233,0.761767,37,37,0.405151,0.583459
sp|P52376|HEPA_HHV7J,2,sp|Q96FC7|PHIPL_HUMAN,0.241340,0.758660,37,37,0.215884,0.487272
sp|P52376|HEPA_HHV7J,3,sp|Q5VYS4|MEDAG_HUMAN,0.254072,0.745928,37,37,0.231186,0.488557
sp|P52376|HEPA_HHV7J,4,sp|Q92561|PHYIP_HUMAN,0.259753,0.740247,37,37,0.221934,0.481090
sp|P52379|OBP_HHV7J,1,sp|P15918|RAG1_HUMAN,0.255459,0.744541,422,422,0.373155,0.558848
sp|P52379|OBP_HHV7J,2,sp|Q9NV66|TYW1_HUMAN,0.272278,0.727722,422,422,0.350589,0.539155
sp|P52379|OBP_HHV7J,3,sp|O76075|DFFB_HUMAN,0.273993,0.726007,422,422,0.319706,0.522857
sp|P52379|OBP_HHV7J,4,sp|Q6PIW4|FIGL1_HUMAN,0.282039,0.717961,422,422,0.511841,0.614901
sp|P52379|OBP_HHV7J,5,sp|Q6NUM6|TYW1B_HUMAN,0.287744,0.712256,422,422,0.350577,0.531417
sp|P52385|TRM1_HHV7J,2,sp|O15145|ARPC3_HUMAN,0.111689,0.888311,37,37,0.398151,0.643231
sp|P52385|TRM1_HHV7J,3,sp|Q9BWV2|SPAT9_HUMAN,0.128710,0.871290,37,37,0.276843,0.574066
sp|P52385|TRM1_HHV7J,5,sp|Q9NXF7|DCA16_HUMAN,0.145081,0.854919,37,37,0.345363,0.600141
sp|P52386|UL24_HHV7J,1,sp|O76075|DFFB_HUMAN,0.317771,0.682229,422,422,0.343929,0.513079
sp|P52386|UL24_HHV7J,2,sp|P15918|RAG1_HUMAN,0.319024,0.680976,422,422,0.321268,0.501122
sp|P52386|UL24_HHV7J,3,sp|Q9NV66|TYW1_HUMAN,0.325328,0.674672,422,422,0.262530,0.468601
sp|P52386|UL24_HHV7J,4,sp|Q96TA2|YMEL1_HUMAN,0.326293,0.673707,422,422,0.335565,0.504636
sp|P52386|UL24_HHV7J,5,sp|Q6NUM6|TYW1B_HUMAN,0.334036,0.665964,422,422,0.262537,0.464250
sp|P52388|CVC2_HHV7J,1,sp|O15145|ARPC3_HUMAN,0.109131,0.890869,37,37,0.360470,0.625669
sp|P52388|CVC2_HHV7J,2,sp|Q6V702|CF299_HUMAN,0.115432,0.884568,37,37,0.347542,0.616055
sp|P52388|CVC2_HHV7J,3,sp|P47874|OMP_HUMAN,0.118458,0.881542,37,37,0.243136,0.562339
sp|P52388|CVC2_HHV7J,5,sp|Q92561|PHYIP_HUMAN,0.144557,0.855443,37,37,0.286693,0.571068
sp|P52438|ITP_HHV7J,1,sp|Q9BWV2|SPAT9_HUMAN,0.150038,0.849962,37,37,0.360499,0.605231
sp|P52438|ITP_HHV7J,3,sp|O15145|ARPC3_HUMAN,0.156385,0.843615,37,37,0.368872,0.606243
sp|P52438|ITP_HHV7J,5,sp|O75663|TIPRL_HUMAN,0.191294,0.808706,37,37,0.373252,0.590979
sp|P52440|VPAP_HHV7J,1,sp|P55082|MFAP3_HUMAN,0.266922,0.733078,410,410,0.297392,0.515235
sp|P52440|VPAP_HHV7J,3,sp|Q9NP62|GCM1_HUMAN,0.285919,0.714081,410,410,0.329557,0.521819
sp|P52440|VPAP_HHV7J,4,sp|O75603|GCM2_HUMAN,0.287524,0.712476,410,410,0.310189,0.511333
sp|P52440|VPAP_HHV7J,5,sp|O75121|MFA3L_HUMAN,0.292554,0.707446,410,410,0.242561,0.475003
sp|P52455|PORTL_HHV7J,1,sp|Q9BWV2|SPAT9_HUMAN,0.116583,0.883417,37,37,0.235937,0.559677
sp|P52455|PORTL_HHV7J,2,sp|O15145|ARPC3_HUMAN,0.120939,0.879061,37,37,0.362386,0.620724
sp|P52455|PORTL_HHV7J,5,sp|O75663|TIPRL_HUMAN,0.142348,0.857652,37,37,0.323474,0.590563
sp|P52458|CEP1_HHV7J,1,sp|O15145|ARPC3_HUMAN,0.089673,0.910327,37,37,0.337219,0.623773
sp|P52458|CEP1_HHV7J,3,sp|Q6V702|CF299_HUMAN,0.122504,0.877496,37,37,0.392351,0.634923
sp|P52458|CEP1_HHV7J,4,sp|P47874|OMP_HUMAN,0.133199,0.866801,37,37,0.288790,0.577796
sp|P52458|CEP1_HHV7J,5,sp|Q92561|PHYIP_HUMAN,0.140359,0.859641,37,37,0.302799,0.581220
sp|P52462|TRM3_HHV7J,1,sp|P15918|RAG1_HUMAN,0.274050,0.725950,422,422,0.387390,0.556670
sp|P52462|TRM3_HHV7J,2,sp|Q9NV66|TYW1_HUMAN,0.278622,0.721378,422,422,0.337673,0.529525
sp|P52462|TRM3_HHV7J,3,sp|Q6NUM6|TYW1B_HUMAN,0.296413,0.703587,422,422,0.337672,0.520629
sp|P52462|TRM3_HHV7J,4,sp|O76075|DFFB_HUMAN,0.301366,0.698634,422,422,0.409945,0.554289
sp|P52462|TRM3_HHV7J,5,sp|Q9BVA6|FICD_HUMAN,0.316538,0.683462,422,422,0.373211,0.528336
sp|P52464|UL32_HHV7J,1,sp|O15145|ARPC3_HUMAN,0.112164,0.887836,37,37,0.445207,0.666522
sp|P52464|UL32_HHV7J,4,sp|Q92561|PHYIP_HUMAN,0.157620,0.842380,37,37,0.356471,0.599426
sp|P52464|UL32_HHV7J,5,sp|Q9BWV2|SPAT9_HUMAN,0.157816,0.842184,37,37,0.393272,0.617728
sp|P52466|NEC2_HHV7J,1,sp|O15145|ARPC3_HUMAN,0.089125,0.910875,37,37,0.416877,0.663876
sp|P52466|NEC2_HHV7J,3,sp|Q9BWV2|SPAT9_HUMAN,0.110886,0.889114,37,37,0.299923,0.594518
sp|P52466|NEC2_HHV7J,4,sp|P47874|OMP_HUMAN,0.118557,0.881443,37,37,0.259029,0.570236
sp|P52466|NEC2_HHV7J,5,sp|Q6V702|CF299_HUMAN,0.125320,0.874680,37,37,0.321632,0.598156
sp|P52468|PRIM_HHV7J,1,sp|Q9Y4E5|ZN451_HUMAN,0.253325,0.746675,423,423,0.292567,0.519621
sp|P52468|PRIM_HHV7J,2,sp|P46019|KPB2_HUMAN,0.254051,0.745949,423,423,0.272395,0.509172
sp|P52468|PRIM_HHV7J,3,sp|P46020|KPB1_HUMAN,0.254604,0.745396,423,423,0.272395,0.508896
sp|P52468|PRIM_HHV7J,4,sp|O75592|MYCB2_HUMAN,0.259619,0.740381,423,423,0.294477,0.517429
sp|P52468|PRIM_HHV7J,5,sp|O60673|REV3L_HUMAN,0.259688,0.740312,423,423,0.499877,0.620095
sp|P52474|TEG7_HHV7J,1,sp|Q9BWV2|SPAT9_HUMAN,0.107489,0.892511,37,37,0.364211,0.628361
sp|P52474|TEG7_HHV7J,2,sp|O15145|ARPC3_HUMAN,0.115168,0.884832,37,37,0.355678,0.620255
sp|P52474|TEG7_HHV7J,5,sp|O75663|TIPRL_HUMAN,0.150589,0.849411,37,37,0.298400,0.573905
sp|P52531|U79_HHV7J,1,sp|O15145|ARPC3_HUMAN,0.139169,0.860831,37,37,0.391227,0.626029
sp|P52531|U79_HHV7J,4,sp|M5A8F1|SUPYN_HUMAN,0.173066,0.826934,37,37,0.437835,0.632385
sp|P60505|U21_HHV7J,2,sp|M5A8F1|SUPYN_HUMAN,0.132053,0.867947,37,37,0.465318,0.666632
sp|P60505|U21_HHV7J,3,sp|Q96FC7|PHIPL_HUMAN,0.136971,0.863029,37,37,0.231173,0.547101
sp|P60505|U21_HHV7J,4,sp|Q92561|PHYIP_HUMAN,0.137099,0.862901,37,37,0.283459,0.573180
sp|P60505|U21_HHV7J,5,sp|O15145|ARPC3_HUMAN,0.138459,0.861541,37,37,0.239754,0.550648
sp|P68321|TRX2_HHV7J,1,sp|O15145|ARPC3_HUMAN,0.085638,0.914362,37,37,0.369927,0.642145
sp|P68321|TRX2_HHV7J,2,sp|P47874|OMP_HUMAN,0.102947,0.897053,37,37,0.217824,0.557439
sp|P68321|TRX2_HHV7J,3,sp|Q6V702|CF299_HUMAN,0.113208,0.886792,37,37,0.294392,0.590592
sp|Q69505|U24_HHV7J,1,sp|Q9NV92|NFIP2_HUMAN,0.318875,0.681125,401,402,0.426757,0.553941
sp|Q69505|U24_HHV7J,2,sp|Q9BT67|NFIP1_HUMAN,0.340986,0.659014,401,402,0.411469,0.535241
sp|Q69505|U24_HHV7J,3,sp|Q15049|MLC1_HUMAN,0.358682,0.641318,402,402,0.349373,0.495345
sp|Q69505|U24_HHV7J,4,sp|Q5T0T0|MARH8_HUMAN,0.359165,0.640835,402,402,0.426565,0.533700
sp|Q69505|U24_HHV7J,5,sp|Q8TCQ1|MARH1_HUMAN,0.370662,0.629338,402,402,0.491061,0.560200
sp|P03186|LTP_EBVB9,2,sp|Q96D98|EID2B_HUMAN,0.097663,0.902337,37,37,0.317550,0.609944
sp|P03186|LTP_EBVB9,3,sp|O75956|CDKA2_HUMAN,0.099090,0.900910,37,37,0.497343,0.699127
